"county_name","county_fips","year","annual_dc_count","cumulative_dc_count","pre2014_dc_count","unknown_timing_dc_count","annual_capacity_mw","cumulative_capacity_mw","annual_area_sqft","cumulative_area_sqft"
"PUTNAM","12107","2020","0","0","0","0","0","0","0","0"
"PUTNAM","12107","2021","0","0","0","0","0","0","0","0"
"PUTNAM","12107","2022","0","0","0","0","0","0","0","0"
"PUTNAM","12107","2023","0","0","0","0","0","0","0","0"
"PUTNAM","12107","2024","0","0","0","0","0","0","0","0"
"PUTNAM","12107","2025","0","0","0","0","0","0","0","0"
"SANTA ROSA","12113","2014","0","0","0","0","0","0","0","0"
"SANTA ROSA","12113","2015","0","0","0","0","0","0","0","0"
"SANTA ROSA","12113","2016","0","0","0","0","0","0","0","0"
"SANTA ROSA","12113","2017","0","0","0","0","0","0","0","0"
"SANTA ROSA","12113","2018","0","0","0","0","0","0","0","0"
"SANTA ROSA","12113","2019","0","0","0","0","0","0","0","0"
"SANTA ROSA","12113","2020","0","0","0","0","0","0","0","0"
"SANTA ROSA","12113","2021","0","0","0","0","0","0","0","0"
"SANTA ROSA","12113","2022","0","0","0","0","0","0","0","0"
"SANTA ROSA","12113","2023","0","0","0","0","0","0","0","0"
"SANTA ROSA","12113","2024","0","0","0","0","0","0","0","0"
"SANTA ROSA","12113","2025","0","0","0","0","0","0","0","0"
"SARASOTA","12115","2014","0","0","0","0","0","0","0","0"
"SARASOTA","12115","2015","0","0","0","0","0","0","0","0"
"SARASOTA","12115","2016","0","0","0","0","0","0","0","0"
"SARASOTA","12115","2017","0","0","0","0","0","0","0","0"
"SARASOTA","12115","2018","0","0","0","0","0","0","0","0"
"SARASOTA","12115","2019","0","0","0","0","0","0","0","0"
"SARASOTA","12115","2020","0","0","0","0","0","0","0","0"
"SARASOTA","12115","2021","0","0","0","0","0","0","0","0"
"SARASOTA","12115","2022","0","0","0","0","0","0","0","0"
"SARASOTA","12115","2023","0","0","0","0","0","0","0","0"
"SARASOTA","12115","2024","0","0","0","0","0","0","0","0"
"SARASOTA","12115","2025","0","0","0","0","0","0","0","0"
"SEMINOLE","12117","2014","0","0","0","0","0","0","0","0"
"SEMINOLE","12117","2015","0","0","0","0","0","0","0","0"
"SEMINOLE","12117","2016","0","0","0","0","0","0","0","0"
"SEMINOLE","12117","2017","0","0","0","0","0","0","0","0"
"SEMINOLE","12117","2018","0","0","0","0","0","0","0","0"
"SEMINOLE","12117","2019","0","0","0","0","0","0","0","0"
"SEMINOLE","12117","2020","0","0","0","0","0","0","0","0"
"SEMINOLE","12117","2021","0","0","0","0","0","0","0","0"
"SEMINOLE","12117","2022","0","0","0","0","0","0","0","0"
"SEMINOLE","12117","2023","0","0","0","0","0","0","0","0"
"SEMINOLE","12117","2024","0","0","0","0","0","0","0","0"
"SEMINOLE","12117","2025","0","0","0","0","0","0","0","0"
"ST. JOHNS","12109","2014","0","0","0","0","0","0","0","0"
"ST. JOHNS","12109","2015","0","0","0","0","0","0","0","0"
"ST. JOHNS","12109","2016","0","0","0","0","0","0","0","0"
"ST. JOHNS","12109","2017","0","0","0","0","0","0","0","0"
"ST. JOHNS","12109","2018","0","0","0","0","0","0","0","0"
"ST. JOHNS","12109","2019","0","0","0","0","0","0","0","0"
"ST. JOHNS","12109","2020","0","0","0","0","0","0","0","0"
"ST. JOHNS","12109","2021","0","0","0","0","0","0","0","0"
"ST. JOHNS","12109","2022","0","0","0","0","0","0","0","0"
"ST. JOHNS","12109","2023","0","0","0","0","0","0","0","0"
"ST. JOHNS","12109","2024","0","0","0","0","0","0","0","0"
"ST. JOHNS","12109","2025","0","0","0","0","0","0","0","0"
"ST. LUCIE","12111","2014","0","0","0","0","0","0","0","0"
"ST. LUCIE","12111","2015","0","0","0","0","0","0","0","0"
"ST. LUCIE","12111","2016","0","0","0","0","0","0","0","0"
"ST. LUCIE","12111","2017","0","0","0","0","0","0","0","0"
"ST. LUCIE","12111","2018","1","1","0","0","6","6","17000","17000"
"ST. LUCIE","12111","2019","0","1","0","0","6","6","17000","17000"
"ST. LUCIE","12111","2020","0","1","0","0","6","6","17000","17000"
"ST. LUCIE","12111","2021","0","1","0","0","6","6","17000","17000"
"ST. LUCIE","12111","2022","0","1","0","0","6","6","17000","17000"
"ST. LUCIE","12111","2023","0","1","0","0","6","6","17000","17000"
"ST. LUCIE","12111","2024","0","1","0","0","6","6","17000","17000"
"ST. LUCIE","12111","2025","0","1","0","0","6","6","17000","17000"
"SUMTER","12119","2014","0","0","0","0","0","0","0","0"
"SUMTER","12119","2015","0","0","0","0","0","0","0","0"
"SUMTER","12119","2016","0","0","0","0","0","0","0","0"
"SUMTER","12119","2017","0","0","0","0","0","0","0","0"
"SUMTER","12119","2018","0","0","0","0","0","0","0","0"
"SUMTER","12119","2019","0","0","0","0","0","0","0","0"
"SUMTER","12119","2020","0","0","0","0","0","0","0","0"
"SUMTER","12119","2021","0","0","0","0","0","0","0","0"
"SUMTER","12119","2022","0","0","0","0","0","0","0","0"
"SUMTER","12119","2023","0","0","0","0","0","0","0","0"
"SUMTER","12119","2024","0","0","0","0","0","0","0","0"
"SUMTER","12119","2025","0","0","0","0","0","0","0","0"
"SUWANNEE","12121","2014","0","0","0","0","0","0","0","0"
"SUWANNEE","12121","2015","0","0","0","0","0","0","0","0"
"SUWANNEE","12121","2016","0","0","0","0","0","0","0","0"
"SUWANNEE","12121","2017","0","0","0","0","0","0","0","0"
"SUWANNEE","12121","2018","0","0","0","0","0","0","0","0"
"SUWANNEE","12121","2019","0","0","0","0","0","0","0","0"
"SUWANNEE","12121","2020","0","0","0","0","0","0","0","0"
"SUWANNEE","12121","2021","0","0","0","0","0","0","0","0"
"SUWANNEE","12121","2022","0","0","0","0","0","0","0","0"
"SUWANNEE","12121","2023","0","0","0","0","0","0","0","0"
"SUWANNEE","12121","2024","0","0","0","0","0","0","0","0"
"SUWANNEE","12121","2025","0","0","0","0","0","0","0","0"
"TAYLOR","12123","2014","0","0","0","0","0","0","0","0"
"TAYLOR","12123","2015","0","0","0","0","0","0","0","0"
"TAYLOR","12123","2016","0","0","0","0","0","0","0","0"
"TAYLOR","12123","2017","0","0","0","0","0","0","0","0"
"TAYLOR","12123","2018","0","0","0","0","0","0","0","0"
"TAYLOR","12123","2019","0","0","0","0","0","0","0","0"
"TAYLOR","12123","2020","0","0","0","0","0","0","0","0"
"TAYLOR","12123","2021","0","0","0","0","0","0","0","0"
"TAYLOR","12123","2022","0","0","0","0","0","0","0","0"
"TAYLOR","12123","2023","0","0","0","0","0","0","0","0"
"TAYLOR","12123","2024","0","0","0","0","0","0","0","0"
"TAYLOR","12123","2025","0","0","0","0","0","0","0","0"
"UNION","12125","2014","0","0","0","0","0","0","0","0"
"UNION","12125","2015","0","0","0","0","0","0","0","0"
"UNION","12125","2016","0","0","0","0","0","0","0","0"
"UNION","12125","2017","0","0","0","0","0","0","0","0"
"UNION","12125","2018","0","0","0","0","0","0","0","0"
"UNION","12125","2019","0","0","0","0","0","0","0","0"
"UNION","12125","2020","0","0","0","0","0","0","0","0"
"UNION","12125","2021","0","0","0","0","0","0","0","0"
"UNION","12125","2022","0","0","0","0","0","0","0","0"
"UNION","12125","2023","0","0","0","0","0","0","0","0"
"UNION","12125","2024","0","0","0","0","0","0","0","0"
"UNION","12125","2025","0","0","0","0","0","0","0","0"
"VOLUSIA","12127","2014","0","2","2","0","2.1","0","25000","0"
"VOLUSIA","12127","2015","0","2","2","0","2.1","0","25000","0"
"VOLUSIA","12127","2016","0","2","2","0","2.1","0","25000","0"
"VOLUSIA","12127","2017","0","2","2","0","2.1","0","25000","0"
"VOLUSIA","12127","2018","0","2","2","0","2.1","0","25000","0"
"VOLUSIA","12127","2019","0","2","2","0","2.1","0","25000","0"
"VOLUSIA","12127","2020","0","2","2","0","2.1","0","25000","0"
"VOLUSIA","12127","2021","0","2","2","0","2.1","0","25000","0"
"VOLUSIA","12127","2022","0","2","2","0","2.1","0","25000","0"
"VOLUSIA","12127","2023","0","2","2","0","2.1","0","25000","0"
"VOLUSIA","12127","2024","0","2","2","0","2.1","0","25000","0"
"VOLUSIA","12127","2025","0","2","2","0","2.1","0","25000","0"
"WAKULLA","12129","2014","0","0","0","0","0","0","0","0"
"WAKULLA","12129","2015","0","0","0","0","0","0","0","0"
"WAKULLA","12129","2016","0","0","0","0","0","0","0","0"
"WAKULLA","12129","2017","0","0","0","0","0","0","0","0"
"WAKULLA","12129","2018","0","0","0","0","0","0","0","0"
"WAKULLA","12129","2019","0","0","0","0","0","0","0","0"
"WAKULLA","12129","2020","0","0","0","0","0","0","0","0"
"WAKULLA","12129","2021","0","0","0","0","0","0","0","0"
"WAKULLA","12129","2022","0","0","0","0","0","0","0","0"
"WAKULLA","12129","2023","0","0","0","0","0","0","0","0"
"WAKULLA","12129","2024","0","0","0","0","0","0","0","0"
"WAKULLA","12129","2025","0","0","0","0","0","0","0","0"
"WALTON","12131","2014","0","0","0","0","0","0","0","0"
"WALTON","12131","2015","0","0","0","0","0","0","0","0"
"WALTON","12131","2016","0","0","0","0","0","0","0","0"
"WALTON","12131","2017","0","0","0","0","0","0","0","0"
"WALTON","12131","2018","0","0","0","0","0","0","0","0"
"WALTON","12131","2019","0","0","0","0","0","0","0","0"
"WALTON","12131","2020","0","0","0","0","0","0","0","0"
"WALTON","12131","2021","0","0","0","0","0","0","0","0"
"WALTON","12131","2022","0","0","0","0","0","0","0","0"
"WALTON","12131","2023","0","0","0","0","0","0","0","0"
"WALTON","12131","2024","0","0","0","0","0","0","0","0"
"WALTON","12131","2025","0","0","0","0","0","0","0","0"
"WASHINGTON","12133","2014","0","0","0","0","0","0","0","0"
"WASHINGTON","12133","2015","0","0","0","0","0","0","0","0"
"WASHINGTON","12133","2016","0","0","0","0","0","0","0","0"
"WASHINGTON","12133","2017","0","0","0","0","0","0","0","0"
"WASHINGTON","12133","2018","0","0","0","0","0","0","0","0"
"WASHINGTON","12133","2019","0","0","0","0","0","0","0","0"
"WASHINGTON","12133","2020","0","0","0","0","0","0","0","0"
"WASHINGTON","12133","2021","0","0","0","0","0","0","0","0"
"WASHINGTON","12133","2022","0","0","0","0","0","0","0","0"
"WASHINGTON","12133","2023","0","0","0","0","0","0","0","0"
"WASHINGTON","12133","2024","0","0","0","0","0","0","0","0"
"WASHINGTON","12133","2025","0","0","0","0","0","0","0","0"
